name,sceneId
Cersei Lannister,857
Olenna Tyrell,857
Joffrey Baratheon,857
Margaery Tyrell,857
Cersei Lannister,858
Olenna Tyrell,858
Joffrey Baratheon,859
Margaery Tyrell,859
Cersei Lannister,860
Olenna Tyrell,860
Joffrey Baratheon,860
Margaery Tyrell,860
Joffrey Baratheon,861
Margaery Tyrell,861
Cersei Lannister,861
Ramsay Snow,862
Theon Greyjoy,862
Ramsay Snow,863
Theon Greyjoy,863
Ramsay Snow,864
Theon Greyjoy,864
Locke,865
Jaime Lannister,865
Brienne of Tarth,865
Brienne of Tarth,866
Jaime Lannister,866
Cersei Lannister,867
Tywin Lannister,867
Olenna Tyrell,868
Tyrell Lady,868
Olenna Tyrell,869
Tyrell Lady,869
Lord Varys,869
Olenna Tyrell,870
Lord Varys,870
Olenna Tyrell,871
Lord Varys,871
Sansa Stark,872
Margaery Tyrell,872
Bannen,873
Jeor Mormont,873
Eddison Tollett,873
Samwell Tarly,873
Grenn,873
Rast,873
Samwell Tarly,874
Grenn,874
Eddison Tollett,874
Rast,874
Craster,875
Jeor Mormont,875
Craster,876
Jeor Mormont,876
Grenn,876
Eddison Tollett,876
Samwell Tarly,876
Rast,876
Karl Tanner,876
Karl Tanner,877
Craster,877
Samwell Tarly,877
Jeor Mormont,878
Karl Tanner,878
Craster,878
Samwell Tarly,878
Rast,878
Grenn,879
Karl Tanner,879
Samwell Tarly,879
Jeor Mormont,879
Rast,879
Eddison Tollett,879
Samwell Tarly,880
Craster,881
Jeor Mormont,881
Rast,881
Samwell Tarly,882
Gilly,882
Baby Sam,882
Rast,883
Thoros of Myr,884
Arya Stark,884
Anguy,884
Gendry,884
Thoros of Myr,885
Arya Stark,885
Anguy,885
Gendry,885
Sandor Clegane,885
Beric Dondarrion,886
Sandor Clegane,886
Thoros of Myr,886
Arya Stark,886
Gendry,886
Anguy,886
Daenerys Targaryen,887
Barristan Selmy,887
Missandei,887
Jorah Mormont,887
Kraznys mo Nakloz,887
Greizhen mo Ullhor,887
Drogon,888
Daenerys Targaryen,888
Jorah Mormont,888
Kraznys mo Nakloz,888
Missandei,888
Barristan Selmy,888
Greizhen mo Ullhor,888
Daenerys Targaryen,889
Jorah Mormont,889
Missandei,889
Barristan Selmy,889
Kraznys mo Nakloz,889
Drogon,890
Daenerys Targaryen,890
Jorah Mormont,891
Daenerys Targaryen,891
Barristan Selmy,891
Daenerys Targaryen,892
Missandei,892
Jorah Mormont,892
Barristan Selmy,892
Daenerys Targaryen,893
Missandei,893
Jorah Mormont,893
Drogon,894
Viserion,894
Rhaegal,894
Thoros of Myr,895
Sandor Clegane,895
Arya Stark,895
Anguy,895
Beric Dondarrion,895
Gendry,895
Thoros of Myr,896
Sandor Clegane,896
Arya Stark,896
Anguy,896
Beric Dondarrion,896
Gendry,896
Jon Snow,897
Ygritte,897
Orell,897
Tormund Giantsbane,897
Jon Snow,898
Ygritte,898
Jon Snow,899
Ygritte,899
Beric Dondarrion,900
Thoros of Myr,900
Sandor Clegane,900
Anguy,900
Arya Stark,900
Gendry,900
Locke,901
Brienne of Tarth,901
Jaime Lannister,901
Roose Bolton,901
Qyburn,902
Jaime Lannister,902
Petyr Baelish,903
Cersei Lannister,903
Tyrion Lannister,904
Olenna Tyrell,904
Podrick Payne,904
Tyrion Lannister,905
Olenna Tyrell,905
Tyrion Lannister,906
Olenna Tyrell,906
Podrick Payne,906
Gendry,907
Arya Stark,907
Martyn Lannister,908
Willem Lannister,908
Rickard Karstark,908
Robb Stark,909
Talisa Maegyr,909
Brynden Tully,909
Edmure Tully,909
Catelyn Stark,909
Robb Stark,910
Talisa Maegyr,910
Brynden Tully,910
Edmure Tully,910
Catelyn Stark,910
Rickard Karstark,910
Karstark Lookout,910
Robb Stark,911
Talisa Maegyr,911
Edmure Tully,911
Catelyn Stark,911
Rickard Karstark,912
Robb Stark,912
Talisa Maegyr,912
Edmure Tully,912
Catelyn Stark,912
Brynden Tully,912
Arya Stark,913
Thoros of Myr,913
Arya Stark,914
Thoros of Myr,914
Beric Dondarrion,914
Selyse Baratheon,915
Selyse Baratheon,916
Stannis Baratheon,916
Stannis Baratheon,917
Stannis Baratheon,918
Shireen Baratheon,918
Brienne of Tarth,919
Jaime Lannister,919
Davos Seaworth,920
Shireen Baratheon,920
Daenerys Targaryen,921
Jorah Mormont,922
Barristan Selmy,922
Daenerys Targaryen,922
Daenerys Targaryen,923
Missandei,923
Grey Worm,923
Jorah Mormont,924
Barristan Selmy,924
Robb Stark,925
Talisa Maegyr,925
Sansa Stark,926
Margaery Tyrell,926
Loras Tyrell,926
Olyvar,926
Loras Tyrell,927
Olyvar,927
Petyr Baelish,928
Olyvar,928
Petyr Baelish,929
Sansa Stark,929
Tyrion Lannister,930
Cersei Lannister,930
Tywin Lannister,930
Samwell Tarly,931
Gilly,931
Baby Sam,931
Osha,932
Meera Reed,932
Bran Stark,932
Hodor,932
Jojen Reed,932
Rickon Stark,932
Tormund Giantsbane,933
Jon Snow,933
Orell,933
Ygritte,933
Jon Snow,934
Ygritte,934
Tormund Giantsbane,935
Jon Snow,935
Ygritte,935
Arya Stark,936
Anguy,936
Thoros of Myr,936
Arya Stark,937
Anguy,937
Thoros of Myr,937
Melisandre,937
Beric Dondarrion,938
Thoros of Myr,938
Melisandre,938
Gendry,939
Arya Stark,939
Anguy,939
Melisandre,939
Thoros of Myr,939
Beric Dondarrion,939
Tormund Giantsbane,940
Jon Snow,940
Ygritte,940
Theon Greyjoy,941
Ramsay Snow,941
Robb Stark,942
Black Walder Rivers,942
Lothar Frey,942
Catelyn Stark,942
Brynden Tully,942
Edmure Tully,942
Robb Stark,943
Catelyn Stark,943
Brynden Tully,943
Edmure Tully,943
Jaime Lannister,944
Brienne of Tarth,944
Roose Bolton,944
Tywin Lannister,945
Olenna Tyrell,945
Tormund Giantsbane,946
Jon Snow,946
Ygritte,946
Orell,946
Sansa Stark,947
Loras Tyrell,947
Cersei Lannister,948
Tyrion Lannister,948
Sansa Stark,949
Shae,949
Sansa Stark,950
Shae,950
Handmaid,950
Tyrion Lannister,950
Sansa Stark,951
Shae,951
Tyrion Lannister,951
Lord Varys,952
Petyr Baelish,952
Joffrey Baratheon,953
Ros,953
Sansa Stark,954
Shae,954
Ygritte,955
Tormund Giantsbane,955
Orell,955
Jon Snow,955
Ygritte,956
Jon Snow,956
Tormund Giantsbane,957
Jon Snow,958
Ygritte,958
Jon Snow,959
Orell,959
Talisa Maegyr,960
Robb Stark,960
Catelyn Stark,960
Brynden Tully,960
Edmure Tully,960
Talisa Maegyr,961
Robb Stark,961
Catelyn Stark,961
Talisa Maegyr,962
Robb Stark,962
Ygritte,963
Tormund Giantsbane,963
Jon Snow,963
Ygritte,964
Tormund Giantsbane,964
Jon Snow,964
Orell,964
Ygritte,965
Orell,965
Sansa Stark,966
Margaery Tyrell,966
Tyrion Lannister,967
Bronn,967
Tywin Lannister,968
Joffrey Baratheon,968
Jorah Mormont,969
Daenerys Targaryen,969
Barristan Selmy,969
Grey Worm,969
Razdal mo Eraz,970
Missandei,971
Missandei,972
Jorah Mormont,972
Daenerys Targaryen,972
Razdal mo Eraz,972
Grey Worm,972
Barristan Selmy,972
Drogon,972
Viserion,972
Rhaegal,972
Jorah Mormont,973
Daenerys Targaryen,973
Barristan Selmy,973
Daenerys Targaryen,974
Drogon,974
Shae,975
Tyrion Lannister,975
Melisandre,976
Gendry,976
Arya Stark,977
Beric Dondarrion,977
Thoros of Myr,977
Arya Stark,978
Beric Dondarrion,978
Thoros of Myr,978
Anguy,978
Arya Stark,979
Beric Dondarrion,979
Thoros of Myr,979
Beric Dondarrion,980
Arya Stark,981
Arya Stark,982
Sandor Clegane,982
Brienne of Tarth,983
Jaime Lannister,983
Roose Bolton,984
Jaime Lannister,984
Qyburn,984
Jaime Lannister,985
Locke,985
Qyburn,985
Theon Greyjoy,986
Myranda,986
Violet,986
Theon Greyjoy,987
Myranda,987
Violet,987
Ramsay Snow,987
Jon Snow,988
Ygritte,988
Tormund Giantsbane,989
Jon Snow,990
Ygritte,990
Meera Reed,991
Hodor,991
Osha,991
Bran Stark,991
Rickon Stark,991
Jojen Reed,991
Qyburn,992
Jaime Lannister,992
Qyburn,993
Jaime Lannister,993
Steelshanks Walton,993
Jaime Lannister,994
Steelshanks Walton,994
Jaime Lannister,995
Jaime Lannister,996
Brienne of Tarth,996
The Bear,996
Locke,996
Qyburn,996
Jaime Lannister,997
Brienne of Tarth,997
The Bear,997
Locke,997
Qyburn,997
Steelshanks Walton,997
Jaime Lannister,998
Brienne of Tarth,998
Locke,998
Jaime Lannister,999
Brienne of Tarth,999
Locke,999
Qyburn,999
Steelshanks Walton,999
The Bear,1000
Arya Stark,1001
Sandor Clegane,1001
Arya Stark,1002
Sandor Clegane,1002
Daenerys Targaryen,1003
Jorah Mormont,1003
Barristan Selmy,1003
Grey Worm,1003
Barristan Selmy,1004
Missandei,1004
Mero,1004
Prendahl na Ghezn,1004
Daario Naharis,1004
Daenerys Targaryen,1004
Jorah Mormont,1004
Grey Worm,1004
Barristan Selmy,1005
Missandei,1005
Daenerys Targaryen,1005
Jorah Mormont,1005
Grey Worm,1005
Gendry,1006
Melisandre,1006
Stannis Baratheon,1007
Gendry,1007
Melisandre,1007
Stannis Baratheon,1008
Melisandre,1008
Davos Seaworth,1009
Davos Seaworth,1010
Stannis Baratheon,1010
Mero,1011
Prendahl na Ghezn,1011
Daario Naharis,1011
Yunkai'i Whore,1011
Sansa Stark,1012
Shae,1012
Tyrion Lannister,1012
Podrick Payne,1012
Sansa Stark,1013
Tyrion Lannister,1013
Cersei Lannister,1014
Margaery Tyrell,1014
Loras Tyrell,1014
Cersei Lannister,1015
Margaery Tyrell,1015
Sansa Stark,1016
Tyrion Lannister,1016
Joffrey Baratheon,1016
Bronn,1016
Margaery Tyrell,1016
Loras Tyrell,1016
Olenna Tyrell,1016
Cersei Lannister,1016
Tywin Lannister,1016
Grand Maester Pycelle,1016
Lord Varys,1016
High Septon,1016
Gendry,1017
Melisandre,1017
Gendry,1018
Melisandre,1018
Davos Seaworth,1018
Stannis Baratheon,1018
Joffrey Baratheon,1019
Cersei Lannister,1019
Tywin Lannister,1019
Grand Maester Pycelle,1019
Sansa Stark,1020
Tyrion Lannister,1020
Olenna Tyrell,1021
Margaery Tyrell,1021
Loras Tyrell,1021
Joffrey Baratheon,1021
Cersei Lannister,1021
Tywin Lannister,1021
Tyrion Lannister,1021
Sansa Stark,1021
Olenna Tyrell,1022
Tyrion Lannister,1022
Sansa Stark,1022
Tywin Lannister,1022
Joffrey Baratheon,1022
Cersei Lannister,1022
Joffrey Baratheon,1023
Cersei Lannister,1023
Margaery Tyrell,1023
Cersei Lannister,1024
Tyrion Lannister,1025
Sansa Stark,1025
Lord Varys,1025
Shae,1025
Tyrion Lannister,1026
Tywin Lannister,1026
Margaery Tyrell,1027
Olenna Tyrell,1027
Grand Maester Pycelle,1027
Tyrion Lannister,1027
Tywin Lannister,1027
Loras Tyrell,1028
Tyrion Lannister,1028
Loras Tyrell,1029
Cersei Lannister,1029
Lord Varys,1030
Sansa Stark,1031
Shae,1031
Joffrey Baratheon,1031
Sansa Stark,1032
Joffrey Baratheon,1032
Joffrey Baratheon,1033
Sansa Stark,1033
Tyrion Lannister,1033
Margaery Tyrell,1033
Tywin Lannister,1033
Sansa Stark,1034
Tyrion Lannister,1034
Grand Maester Pycelle,1034
Sansa Stark,1035
Tyrion Lannister,1035
Daario Naharis,1036
Daenerys Targaryen,1037
Missandei,1037
Daenerys Targaryen,1038
Missandei,1038
Daario Naharis,1038
Daenerys Targaryen,1039
Missandei,1039
Daario Naharis,1039
Mero,1039
Prendahl na Ghezn,1039
Daenerys Targaryen,1040
Missandei,1040
Daario Naharis,1040
Sansa Stark,1041
Shae,1041
Tyrion Lannister,1041
Samwell Tarly,1042
Gilly,1042
Baby Sam,1042
Samwell Tarly,1043
Samwell Tarly,1044
Gilly,1044
Baby Sam,1044
Samwell Tarly,1045
Gilly,1045
Baby Sam,1045
White Walker,1045
Samwell Tarly,1046
Gilly,1046
Baby Sam,1046
Robb Stark,1047
Catelyn Stark,1047
Grey Wind,1048
Robb Stark,1049
Catelyn Stark,1049
Brynden Tully,1049
Talisa Maegyr,1049
Walder Frey,1049
Lothar Frey,1049
Black Walder Rivers,1049
Edmure Tully,1049
Joyeuse Erenford,1049
Merry Frey,1049
Daenerys Targaryen,1050
Jorah Mormont,1050
Barristan Selmy,1050
Grey Worm,1050
Daario Naharis,1050
Daenerys Targaryen,1051
Jorah Mormont,1051
Barristan Selmy,1051
Samwell Tarly,1052
Gilly,1052
Baby Sam,1052
Sandor Clegane,1053
Arya Stark,1053
Hog Farmer,1053
Rickon Stark,1054
Osha,1054
Meera Reed,1054
Jojen Reed,1054
Hodor,1054
Bran Stark,1054
Old Man,1055
Tormund Giantsbane,1056
Ygritte,1056
Orell,1056
Jon Snow,1056
Old Man,1057
Tormund Giantsbane,1058
Ygritte,1058
Orell,1058
Jon Snow,1058
Old Man,1058
Ygritte,1059
Jon Snow,1059
Arya Stark,1060
Sandor Clegane,1060
Rickon Stark,1061
Osha,1061
Meera Reed,1061
Jojen Reed,1061
Hodor,1061
Bran Stark,1061
Orell,1062
Rickon Stark,1063
Osha,1063
Meera Reed,1063
Jojen Reed,1063
Hodor,1063
Bran Stark,1063
Orell,1064
Rickon Stark,1065
Osha,1065
Meera Reed,1065
Jojen Reed,1065
Hodor,1065
Bran Stark,1065
Ygritte,1066
Jon Snow,1066
Old Man,1066
Orell,1066
Tormund Giantsbane,1066
Summer,1067
Shaggydog,1067
Ygritte,1068
Jon Snow,1068
Old Man,1068
Orell,1068
Tormund Giantsbane,1068
Bran Stark,1069
Jojen Reed,1069
Ygritte,1070
Jon Snow,1070
Old Man,1070
Orell,1070
Tormund Giantsbane,1070
Ygritte,1071
Jon Snow,1071
Orell,1071
Tormund Giantsbane,1071
Ygritte,1072
Tormund Giantsbane,1072
Bran Stark,1073
Jojen Reed,1073
Rickon Stark,1073
Osha,1073
Meera Reed,1073
Summer,1074
Jon Snow,1074
Orell,1074
Shaggydog,1074
Jon Snow,1075
Tormund Giantsbane,1075
Ygritte,1075
Daario Naharis,1076
Jorah Mormont,1076
Grey Worm,1076
Daario Naharis,1077
Jorah Mormont,1078
Grey Worm,1078
Daario Naharis,1079
Jorah Mormont,1079
Grey Worm,1079
Walder Frey,1080
Septon,1080
Robb Stark,1080
Talisa Maegyr,1080
Wendel Manderly,1080
Brynden Tully,1080
Catelyn Stark,1080
Roose Bolton,1080
Edmure Tully,1080
Roslin Frey,1080
Bran Stark,1081
Jojen Reed,1081
Rickon Stark,1081
Osha,1081
Meera Reed,1081
Hodor,1081
Rickon Stark,1082
Osha,1082
Shaggydog,1082
Barristan Selmy,1083
Daenerys Targaryen,1083
Missandei,1083
Barristan Selmy,1084
Daenerys Targaryen,1084
Missandei,1084
Jorah Mormont,1084
Grey Worm,1084
Barristan Selmy,1085
Daenerys Targaryen,1085
Missandei,1085
Jorah Mormont,1085
Grey Worm,1085
Daario Naharis,1085
Walder Frey,1086
Roslin Frey,1086
Edmure Tully,1086
Joyeuse Erenford,1086
Talisa Maegyr,1086
Lothar Frey,1086
Robb Stark,1086
Catelyn Stark,1086
Roose Bolton,1086
Brynden Tully,1086
Wendel Manderly,1086
Black Walder Rivers,1086
Roslin Frey,1087
Edmure Tully,1087
Catelyn Stark,1087
Roose Bolton,1087
Brynden Tully,1087
Talisa Maegyr,1088
Robb Stark,1088
Catelyn Stark,1088
Roose Bolton,1088
Brynden Tully,1088
Talisa Maegyr,1089
Robb Stark,1089
Lothar Frey,1089
Catelyn Stark,1089
Roose Bolton,1089
Roslin Frey,1089
Edmure Tully,1089
Walder Frey,1089
Roslin Frey,1090
Edmure Tully,1090
Walder Frey,1090
Talisa Maegyr,1090
Robb Stark,1090
Lothar Frey,1090
Catelyn Stark,1090
Roose Bolton,1090
Joyeuse Erenford,1090
Talisa Maegyr,1091
Robb Stark,1091
Catelyn Stark,1091
Roose Bolton,1091
Roslin Frey,1091
Edmure Tully,1091
Walder Frey,1091
Lothar Frey,1091
Talisa Maegyr,1092
Robb Stark,1092
Catelyn Stark,1092
Roose Bolton,1092
Catelyn Stark,1093
Roose Bolton,1093
Talisa Maegyr,1094
Robb Stark,1094
Talisa Maegyr,1095
Robb Stark,1095
Catelyn Stark,1095
Catelyn Stark,1096
Grey Wind,1097
Arya Stark,1098
Sandor Clegane,1098
Arya Stark,1099
Sandor Clegane,1099
Frey Guard,1099
Sandor Clegane,1100
Frey Guard,1100
Catelyn Stark,1101
Robb Stark,1101
Walder Frey,1101
Joyeuse Erenford,1101
Talisa Maegyr,1101
Roose Bolton,1101
Talisa Maegyr,1102
Lothar Frey,1102
Robb Stark,1102
Walder Frey,1102
Wendel Manderly,1102
Catelyn Stark,1103
Walder Frey,1103
Joyeuse Erenford,1103
Walder Frey,1104
Arya Stark,1105
Arya Stark,1106
Grey Wind,1106
Arya Stark,1107
Sandor Clegane,1107
Catelyn Stark,1108
Walder Frey,1108
Joyeuse Erenford,1108
Robb Stark,1109
Talisa Maegyr,1109
Walder Frey,1109
Catelyn Stark,1110
Joyeuse Erenford,1110
Walder Frey,1110
Robb Stark,1110
Talisa Maegyr,1110
Catelyn Stark,1111
Joyeuse Erenford,1111
Robb Stark,1111
Roose Bolton,1111
Catelyn Stark,1112
Walder Frey,1112
Joyeuse Erenford,1112
Black Walder Rivers,1112
Roose Bolton,1113
Sandor Clegane,1114
Arya Stark,1114
Sandor Clegane,1115
Arya Stark,1115
Robb Stark,1115
Grey Wind,1115
Sandor Clegane,1116
Arya Stark,1116
Sansa Stark,1117
Tyrion Lannister,1117
Shae,1117
Desmond Crakehall,1117
Eldrick Sarsfield,1117
Sansa Stark,1118
Tyrion Lannister,1118
Shae,1118
Sansa Stark,1119
Tyrion Lannister,1119
Podrick Payne,1119
Tyrion Lannister,1120
Tywin Lannister,1120
Joffrey Baratheon,1120
Cersei Lannister,1120
Lord Varys,1120
Grand Maester Pycelle,1120
Tyrion Lannister,1121
Tywin Lannister,1121
Lord Varys,1121
Tyrion Lannister,1122
Tywin Lannister,1122
Tyrion Lannister,1123
Sansa Stark,1123
Meera Reed,1124
Jojen Reed,1124
Hodor,1124
Bran Stark,1124
Summer,1124
Meera Reed,1125
Jojen Reed,1125
Hodor,1125
Bran Stark,1125
Summer,1125
Walder Frey,1126
Roose Bolton,1126
Ramsay Snow,1127
Theon Greyjoy,1127
Bran Stark,1128
Summer,1128
Hodor,1128
Meera Reed,1128
Jojen Reed,1128
Bran Stark,1129
Summer,1129
Hodor,1129
Meera Reed,1129
Jojen Reed,1129
Samwell Tarly,1129
Gilly,1129
Baby Sam,1129
Balon Greyjoy,1130
Yara Greyjoy,1130
Yara Greyjoy,1131
Bran Stark,1132
Hodor,1132
Meera Reed,1132
Jojen Reed,1132
Samwell Tarly,1132
Gilly,1132
Baby Sam,1132
Summer,1132
Davos Seaworth,1133
Gendry,1133
Shae,1134
Lord Varys,1134
Tyrion Lannister,1135
Podrick Payne,1135
Tyrion Lannister,1136
Podrick Payne,1136
Cersei Lannister,1136
Tyrion Lannister,1137
Cersei Lannister,1137
Sandor Clegane,1138
Arya Stark,1138
Frey Soldier #1,1138
Frey Soldier #2,1138
Jon Snow,1139
Ygritte,1139
Maester Aemon,1140
Samwell Tarly,1140
Gilly,1140
Baby Sam,1140
Davos Seaworth,1141
Shireen Baratheon,1141
Melisandre,1142
Stannis Baratheon,1142
Davos Seaworth,1142
Gendry,1143
Davos Seaworth,1143
Gendry,1144
Davos Seaworth,1144
Jon Snow,1145
Todder,1145
Jon Snow,1146
Samwell Tarly,1146
Pypar,1146
Jaime Lannister,1147
Brienne of Tarth,1147
Qyburn,1147
Fruit Vendor,1147
Jaime Lannister,1148
Brienne of Tarth,1148
Qyburn,1148
Cersei Lannister,1149
Jaime Lannister,1149
Stannis Baratheon,1150
Davos Seaworth,1150
Melisandre,1150
Daenerys Targaryen,1151
Missandei,1151
Daario Naharis,1151
Barristan Selmy,1151
Jorah Mormont,1151
Daenerys Targaryen,1152
Missandei,1152
Daario Naharis,1152
Barristan Selmy,1152
Jorah Mormont,1152
Drogon,1152
Viserion,1152
Rhaegal,1152
Daenerys Targaryen,1153
Missandei,1153
Jorah Mormont,1153
Daario Naharis,1153
Barristan Selmy,1153
Daenerys Targaryen,1154
Drogon,1154
Daenerys Targaryen,1155
Drogon,1155
Viserion,1155
Rhaegal,1155
Tywin Lannister,1156
Jaime Lannister,1157
Tywin Lannister,1157
Tyrion Lannister,1158
Podrick Payne,1158
Bronn,1158
Tyrion Lannister,1159
Podrick Payne,1159
Bronn,1159
Lord Blackmont,1159
Oberyn Martell,1160
Olyvar,1160
Ellaria Sand,1160
Marei,1160
Whore #1,1160
Whore #2,1160
Oberyn Martell,1161
Olyvar,1161
Ellaria Sand,1161
Marei,1161
Oberyn Martell,1162
Morgan,1162
Morgan's Friend,1162
Olyvar,1162
Ellaria Sand,1162
Oberyn Martell,1163
Morgan,1163
Morgan's Friend,1163
Olyvar,1163
Ellaria Sand,1163
Tyrion Lannister,1163
Bronn,1163
Oberyn Martell,1164
Olyvar,1164
Ellaria Sand,1164
Tyrion Lannister,1164
Bronn,1164
Oberyn Martell,1165
Ellaria Sand,1165
Tyrion Lannister,1165
Bronn,1165
Oberyn Martell,1166
Tyrion Lannister,1166
Daenerys Targaryen,1167
Drogon,1167
Viserion,1167
Rhaegal,1167
Daenerys Targaryen,1168
Drogon,1168
Viserion,1168
Rhaegal,1168
Jorah Mormont,1168
Daenerys Targaryen,1169
Jorah Mormont,1169
Daenerys Targaryen,1170
Jorah Mormont,1170
Missandei,1170
Barristan Selmy,1170
Daenerys Targaryen,1171
Missandei,1171
Daenerys Targaryen,1172
Missandei,1172
Daario Naharis,1172
Grey Worm,1172
Daario Naharis,1173
Grey Worm,1173
Shae,1174
Sansa Stark,1174
Handmaid,1174
Shae,1175
Sansa Stark,1175
Tyrion Lannister,1175
Sansa Stark,1176
Tyrion Lannister,1176
Tyrion Lannister,1177
Shae,1177
Handmaid,1178
Shae,1178
Jaime Lannister,1179
Qyburn,1179
Cersei Lannister,1179
Jaime Lannister,1180
Cersei Lannister,1180
Jaime Lannister,1181
Cersei Lannister,1181
Handmaid,1181
Ygritte,1182
Tormund Giantsbane,1182
Ygritte,1183
Tormund Giantsbane,1183
Ygritte,1184
Tormund Giantsbane,1184
Styr,1184
Thenn Warg,1184
Samwell Tarly,1185
Ser Endrew Tarth,1185
Samwell Tarly,1186
Jon Snow,1186
Jon Snow,1187
Alliser Thorne,1187
Janos Slynt,1187
Maester Aemon,1187
Othell Yarwyck,1187
Alliser Thorne,1188
Janos Slynt,1188
Maester Aemon,1188
Othell Yarwyck,1188
Olenna Tyrell,1189
Margaery Tyrell,1189
Olenna Tyrell,1190
Margaery Tyrell,1190
Brienne of Tarth,1190
Margaery Tyrell,1191
Brienne of Tarth,1191
Joffrey Baratheon,1192
Jaime Lannister,1192
Meryn Trant,1192
Jaime Lannister,1193
Daenerys Targaryen,1194
Missandei,1194
Daenerys Targaryen,1195
Missandei,1195
Daario Naharis,1195
Daenerys Targaryen,1196
Daario Naharis,1196
Daenerys Targaryen,1197
Missandei,1197
Daenerys Targaryen,1198
Jorah Mormont,1198
Barristan Selmy,1198
Missandei,1198
Grey Worm,1198
Daario Naharis,1198
Sansa Stark,1199
Jaime Lannister,1199
Brienne of Tarth,1199
Jaime Lannister,1200
Brienne of Tarth,1200
Sansa Stark,1201
Sansa Stark,1202
Dontos Hollard,1202
Sandor Clegane,1203
Arya Stark,1203
Sandor Clegane,1204
Arya Stark,1204
Polliver,1204
Sandor Clegane,1205
Arya Stark,1205
Sandor Clegane,1206
Arya Stark,1206
Polliver,1206
Innkeeper's Daughter,1206
Innkeeper,1206
Sandor Clegane,1207
Arya Stark,1207
Polliver,1207
Innkeeper,1207
Sandor Clegane,1208
Arya Stark,1208
Polliver,1208
Arya Stark,1209
Polliver,1209
Sandor Clegane,1210
Arya Stark,1210
Tansy,1211
Ramsay Snow,1211
Myranda,1211
Theon Greyjoy,1211
Tyrion Lannister,1212
Jaime Lannister,1212
Podrick Payne,1212
Tyrion Lannister,1213
Jaime Lannister,1213
Bronn,1214
Jaime Lannister,1214
Roose Bolton,1215
Locke,1215
Ramsay Snow,1215
Walda Bolton,1215
Roose Bolton,1216
Ramsay Snow,1216
Roose Bolton,1217
Ramsay Snow,1217
Locke,1217
Roose Bolton,1218
Locke,1218
Ramsay Snow,1218
Theon Greyjoy,1218
Lord Varys,1219
Tyrion Lannister,1219
Podrick Payne,1219
Mace Tyrell,1220
Tywin Lannister,1220
Cersei Lannister,1220
Joffrey Baratheon,1220
Tyrion Lannister,1220
Sansa Stark,1220
Tommen Baratheon,1220
Shae,1221
Cersei Lannister,1221
Tywin Lannister,1221
Tyrion Lannister,1221
Sansa Stark,1221
Mace Tyrell,1221
Joffrey Baratheon,1221
Grand Maester Pycelle,1221
Tommen Baratheon,1221
Podrick Payne,1222
Cersei Lannister,1222
Tywin Lannister,1222
Tyrion Lannister,1222
Sansa Stark,1222
Mace Tyrell,1222
Joffrey Baratheon,1222
Grand Maester Pycelle,1222
Tommen Baratheon,1222
Shae,1223
Cersei Lannister,1224
Tywin Lannister,1224
Joffrey Baratheon,1224
Mace Tyrell,1224
Grand Maester Pycelle,1224
Tommen Baratheon,1224
Tyrion Lannister,1224
Sansa Stark,1224
Shae,1225
Cersei Lannister,1226
Tywin Lannister,1226
Joffrey Baratheon,1226
Mace Tyrell,1226
Grand Maester Pycelle,1226
Tommen Baratheon,1226
Tyrion Lannister,1226
Sansa Stark,1226
Podrick Payne,1226
Shae,1227
Tyrion Lannister,1228
Tyrion Lannister,1229
Shae,1229
Tyrion Lannister,1230
Shae,1230
Bronn,1230
Tyrion Lannister,1231
Melisandre,1232
Stannis Baratheon,1232
Davos Seaworth,1232
Axell Florent,1232
Selyse Baratheon,1232
Melisandre,1233
Stannis Baratheon,1233
Davos Seaworth,1233
Selyse Baratheon,1233
Stannis Baratheon,1234
Davos Seaworth,1234
Melisandre,1235
Davos Seaworth,1235
Selyse Baratheon,1235
Stannis Baratheon,1236
Selyse Baratheon,1236
Melisandre,1236
Shireen Baratheon,1237
Melisandre,1237
Summer,1238
Bran Stark,1239
Hodor,1239
Jojen Reed,1239
Meera Reed,1239
Bran Stark,1240
Hodor,1240
Jojen Reed,1240
Meera Reed,1240
Bran Stark,1241
Hodor,1241
Jojen Reed,1241
Meera Reed,1241
Summer,1241
Bran Stark,1242
Hodor,1242
Jojen Reed,1242
Meera Reed,1242
Three-Eyed Raven,1243
Eddard Stark,1243
Wight Wildling Girl,1243
White Walker,1243
Bran Stark,1243
Bran Stark,1244
Hodor,1244
Jojen Reed,1244
Meera Reed,1244
Lord Varys,1245
Margaery Tyrell,1245
Mace Tyrell,1245
High Septon,1245
Tywin Lannister,1245
Joffrey Baratheon,1245
Cersei Lannister,1245
Tommen Baratheon,1245
Lord Varys,1246
Margaery Tyrell,1246
Mace Tyrell,1246
High Septon,1246
Tywin Lannister,1246
Joffrey Baratheon,1246
Cersei Lannister,1246
Tommen Baratheon,1246
Tyrion Lannister,1246
Grand Maester Pycelle,1246
Jaime Lannister,1246
Oberyn Martell,1246
Ellaria Sand,1246
Joffrey Baratheon,1247
Margaery Tyrell,1247
High Septon,1247
Margaery Tyrell,1248
Mace Tyrell,1248
High Septon,1248
Tywin Lannister,1248
Joffrey Baratheon,1248
Cersei Lannister,1248
Tommen Baratheon,1248
Tyrion Lannister,1248
Grand Maester Pycelle,1248
Jaime Lannister,1248
Oberyn Martell,1248
Ellaria Sand,1248
