sceneStart,sceneEnd,location,subLocation,episodeId,duration,nbc,sceneId,nbdeath
0:01:54,0:05:13,North of the Wall,South to the Wall,26,199,3,931,0
0:05:13,0:08:14,The North,North to the Wall,26,181,6,932,0
0:08:14,0:08:37,North of the Wall,The Wall,26,23,4,933,0
0:08:37,0:11:38,North of the Wall,The Wall,26,181,2,934,0
0:11:38,0:12:12,North of the Wall,The Wall,26,34,3,935,0
0:12:12,0:13:36,The Riverlands,Hollow Hill,26,84,3,936,0
0:13:36,0:14:53,The Riverlands,Hollow Hill,26,77,4,937,0
0:14:53,0:18:03,The Riverlands,Hollow Hill,26,190,3,938,0
0:18:03,0:20:38,The Riverlands,Hollow Hill,26,155,6,939,0
0:20:38,0:22:07,North of the Wall,The Wall,26,89,3,940,0
0:22:07,0:27:39,The North,The Dreadfort,26,332,2,941,0
0:27:39,0:29:42,The Riverlands,Riverrun,26,123,6,942,0
0:29:42,0:31:25,The Riverlands,Riverrun,26,103,4,943,0
0:31:25,0:33:43,The Riverlands,Harrenhal,26,138,3,944,0
0:33:43,0:37:28,The Crownlands,King's Landing,26,225,2,945,0
0:37:28,0:40:07,North of the Wall,The Wall,26,159,4,946,0
0:40:07,0:41:41,The Crownlands,King's Landing,26,94,2,947,0
0:41:41,0:44:33,The Crownlands,King's Landing,26,172,2,948,0
0:44:33,0:45:14,The Crownlands,King's Landing,26,41,2,949,0
0:45:14,0:45:18,The Crownlands,King's Landing,26,4,4,950,0
0:45:18,0:46:15,The Crownlands,King's Landing,26,57,3,951,0
0:46:15,0:48:39,The Crownlands,King's Landing,26,144,2,952,0
0:48:39,0:48:58,The Crownlands,King's Landing,26,19,2,953,1
0:48:58,0:49:22,The Crownlands,King's Landing,26,24,2,954,0
0:49:21,0:50:59,The Wall,Top of the Wall,26,98,4,955,0
0:50:59,0:52:00,The Wall,Top of the Wall,26,61,2,956,0
0:01:54,0:02:06,The Wall,The Gift,27,12,1,957,0
0:02:06,0:03:22,The Wall,The Gift,27,76,2,958,0
0:03:22,0:04:14,The Wall,The Gift,27,52,2,959,0
0:04:14,0:05:19,The Riverlands,Camp of the North,27,65,5,960,0
0:05:19,0:05:27,The Riverlands,Camp of the North,27,8,3,961,0
0:05:27,0:09:22,The Riverlands,Camp of the North,27,235,2,962,0
0:09:28,0:10:03,The North,The Gift,27,35,3,963,0
0:10:03,0:10:08,The North,The Gift,27,5,4,964,0
0:10:08,0:11:23,The North,The Gift,27,75,2,965,0
0:11:23,0:14:32,The Crownlands,King's Landing,27,189,2,966,0
0:14:32,0:15:53,The Crownlands,King's Landing,27,81,2,967,0
0:15:53,0:19:21,The Crownlands,King's Landing,27,208,2,968,0
0:19:21,0:20:35,Yunkai,Outside Yunkai,27,74,4,969,0
0:21:01,0:21:31,Yunkai,Outside Yunkai,27,30,1,970,0
0:21:39,0:21:42,Yunkai,Outside Yunkai,27,3,1,971,0
0:21:42,0:25:24,Yunkai,Outside Yunkai,27,222,9,972,0
0:25:24,0:25:43,Yunkai,Outside Yunkai,27,19,3,973,0
0:25:43,0:25:54,Yunkai,Outside Yunkai,27,11,2,974,0
0:25:54,0:28:09,The Crownlands,King's Landing,27,135,2,975,0
0:28:23,0:30:01,The Crownlands,Blackwater Bay,27,98,2,976,0
0:30:01,0:30:59,The Riverlands,Hollow Hill,27,58,3,977,0
0:30:59,0:31:16,The Riverlands,Hollow Hill,27,17,4,978,0
0:31:16,0:31:45,The Riverlands,Hollow Hill,27,29,3,979,0
0:31:45,0:31:47,The Riverlands,Hollow Hill,27,2,1,980,0
0:31:47,0:32:06,The Riverlands,Hollow Hill,27,19,1,981,0
0:32:06,0:32:19,The Riverlands,Hollow Hill,27,13,2,982,0
0:32:19,0:33:51,The Riverlands,Harrenhal,27,92,2,983,0
0:33:51,0:34:39,The Riverlands,Harrenhal,27,48,3,984,0
0:34:39,0:35:01,The Riverlands,Harrenhal,27,22,3,985,0
0:35:01,0:38:52,The North,The Dreadfort,27,231,3,986,0
0:38:52,0:40:24,The North,The Dreadfort,27,92,4,987,0
0:40:24,0:40:42,The North,The Gift,27,18,2,988,0
0:40:42,0:40:53,The North,The Gift,27,11,1,989,0
0:40:53,0:44:21,The North,The Gift,27,208,2,990,0
0:44:21,0:48:19,The North,North to the Wall,27,238,6,991,0
0:48:19,0:51:03,The Riverlands,South to King's Landing,27,164,2,992,0
0:51:03,0:52:11,The Riverlands,South to King's Landing,27,68,3,993,0
0:52:11,0:52:40,The Riverlands,Harrenhal,27,29,2,994,0
0:52:40,0:52:43,The Riverlands,Harrenhal,27,3,1,995,0
0:52:43,0:54:01,The Riverlands,Harrenhal,27,78,5,996,0
0:54:01,0:54:56,The Riverlands,Harrenhal,27,55,6,997,0
0:54:56,0:55:51,The Riverlands,Harrenhal,27,55,3,998,0
0:55:51,0:56:11,The Riverlands,Harrenhal,27,20,5,999,0
0:56:11,0:56:16,The Riverlands,Harrenhal,27,5,1,1000,0
0:01:54,0:02:49,The Riverlands,Red Fork,28,55,2,1001,0
0:02:49,0:04:41,The Riverlands,Red Fork,28,112,2,1002,0
0:04:50,0:05:56,Yunkai,Outside Yunkai,28,66,4,1003,0
0:05:56,0:09:01,Yunkai,Outside Yunkai,28,185,8,1004,0
0:09:01,0:09:05,Yunkai,Outside Yunkai,28,4,5,1005,0
0:09:05,0:09:32,The Crownlands,Dragonstone,28,27,2,1006,0
0:09:32,0:10:16,The Crownlands,Dragonstone,28,44,3,1007,0
0:10:16,0:10:56,The Crownlands,Dragonstone,28,40,2,1008,0
0:10:56,0:11:43,The Crownlands,Dragonstone,28,47,1,1009,0
0:11:43,0:15:36,The Crownlands,Dragonstone,28,233,2,1010,0
0:15:54,0:17:58,Yunkai,Outside Yunkai,28,124,4,1011,0
0:17:58,0:18:59,The Crownlands,King's Landing,28,61,4,1012,0
0:18:59,0:20:24,The Crownlands,King's Landing,28,85,2,1013,0
0:20:27,0:21:09,The Crownlands,King's Landing,28,42,3,1014,0
0:21:09,0:22:26,The Crownlands,King's Landing,28,77,2,1015,0
0:22:26,0:25:31,The Crownlands,King's Landing,28,185,12,1016,0
0:25:31,0:31:05,The Crownlands,Dragonstone,28,334,2,1017,0
0:31:05,0:32:19,The Crownlands,Dragonstone,28,74,4,1018,0
0:32:19,0:32:24,The Crownlands,King's Landing,28,5,4,1019,0
0:32:24,0:32:35,The Crownlands,King's Landing,28,11,2,1020,0
0:32:35,0:33:08,The Crownlands,King's Landing,28,33,8,1021,0
0:33:08,0:33:34,The Crownlands,King's Landing,28,26,6,1022,0
0:33:34,0:33:50,The Crownlands,King's Landing,28,16,3,1023,0
0:33:50,0:34:01,The Crownlands,King's Landing,28,11,1,1024,0
0:34:01,0:34:05,The Crownlands,King's Landing,28,4,4,1025,0
0:34:01,0:35:06,The Crownlands,King's Landing,28,65,2,1026,0
0:35:06,0:35:15,The Crownlands,King's Landing,28,9,5,1027,0
0:35:15,0:35:26,The Crownlands,King's Landing,28,11,2,1028,0
0:35:26,0:36:00,The Crownlands,King's Landing,28,34,2,1029,0
0:36:00,0:36:05,The Crownlands,King's Landing,28,5,1,1030,0
0:36:05,0:36:20,The Crownlands,King's Landing,28,15,3,1031,0
0:36:20,0:36:52,The Crownlands,King's Landing,28,32,2,1032,0
0:36:52,0:38:44,The Crownlands,King's Landing,28,112,5,1033,0
0:38:44,0:38:49,The Crownlands,King's Landing,28,5,3,1034,0
0:38:49,0:42:53,The Crownlands,King's Landing,28,244,2,1035,0
0:43:05,0:43:24,Yunkai,Outside Yunkai,28,19,1,1036,0
0:43:24,0:44:12,Yunkai,Outside Yunkai,28,48,2,1037,0
0:44:12,0:45:14,Yunkai,Outside Yunkai,28,62,3,1038,0
0:45:14,0:45:19,Yunkai,Outside Yunkai,28,5,5,1039,2
0:45:19,0:47:02,Yunkai,Outside Yunkai,28,103,3,1040,0
0:47:02,0:47:55,The Crownlands,King's Landing,28,53,3,1041,0
0:47:55,0:52:48,North of the Wall,Destroyed Cabin,28,293,3,1042,0
0:52:48,0:53:22,North of the Wall,Destroyed Cabin,28,34,1,1043,0
0:53:22,0:53:41,North of the Wall,Destroyed Cabin,28,19,3,1044,0
0:53:41,0:54:44,North of the Wall,Destroyed Cabin,28,63,4,1045,1
0:54:44,0:55:00,North of the Wall,Destroyed Cabin,28,16,3,1046,0
0:01:54,0:03:50,The Riverlands,The Twins,29,116,2,1047,0
0:03:50,0:04:12,The Riverlands,The Twins,29,22,1,1048,0
0:04:12,0:09:19,The Riverlands,The Twins,29,307,10,1049,0
0:09:28,0:11:01,Yunkai,Outside Yunkai,29,93,5,1050,0
0:11:01,0:11:21,Yunkai,Outside Yunkai,29,20,3,1051,0
0:11:21,0:12:59,North of the Wall,Near Nightfort,29,98,3,1052,0
0:12:59,0:14:44,The Riverlands,To The Twins,29,105,3,1053,0
0:14:44,0:15:43,The North,The Gift,29,59,6,1054,0
0:15:43,0:15:52,The North,The Gift,29,9,1,1055,0
0:15:52,0:17:20,The North,The Gift,29,88,4,1056,0
0:17:20,0:17:25,The North,The Gift,29,5,1,1057,0
0:17:25,0:17:38,The North,The Gift,29,13,5,1058,0
0:17:38,0:17:45,The North,The Gift,29,7,2,1059,0
0:17:45,0:20:14,The Riverlands,To The Twins,29,149,2,1060,0
0:20:14,0:21:51,The North,The Gift,29,97,6,1061,0
0:21:51,0:21:55,The North,The Gift,29,4,1,1062,0
0:21:55,0:22:09,The North,The Gift,29,14,6,1063,0
0:22:09,0:22:14,The North,The Gift,29,5,1,1064,0
0:22:14,0:22:46,The North,The Gift,29,32,6,1065,0
0:22:46,0:23:41,The North,The Gift,29,55,5,1066,0
0:23:41,0:23:45,The North,The Gift,29,4,2,1067,0
0:23:45,0:24:03,The North,The Gift,29,18,5,1068,0
0:24:03,0:24:26,The North,The Gift,29,23,2,1069,0
0:24:26,0:25:08,The North,The Gift,29,42,5,1070,1
0:25:08,0:25:34,The North,The Gift,29,26,4,1071,0
0:25:34,0:25:52,The North,The Gift,29,18,2,1072,0
0:25:52,0:26:05,The North,The Gift,29,13,5,1073,0
0:26:05,0:26:47,The North,The Gift,29,42,4,1074,1
0:26:47,0:27:07,The North,The Gift,29,20,3,1075,0
0:27:17,0:27:30,Yunkai,NA,29,13,3,1076,0
0:27:30,0:27:37,Yunkai,NA,29,7,1,1077,0
0:27:37,0:28:00,Yunkai,NA,29,23,2,1078,0
0:28:00,0:29:09,Yunkai,NA,29,69,3,1079,0
0:29:25,0:32:02,The Riverlands,The Twins,29,157,10,1080,0
0:32:02,0:35:13,The North,The Gift,29,191,6,1081,0
0:35:13,0:35:22,The North,The Gift,29,9,3,1082,0
0:35:25,0:35:40,Yunkai,NA,29,15,3,1083,0
0:35:40,0:36:14,Yunkai,NA,29,34,5,1084,0
0:36:14,0:36:35,Yunkai,NA,29,21,6,1085,0
0:36:35,0:37:12,The Riverlands,The Twins,29,37,12,1086,0
0:37:12,0:38:02,The Riverlands,The Twins,29,50,5,1087,0
0:38:02,0:38:09,The Riverlands,The Twins,29,7,5,1088,0
0:38:09,0:38:47,The Riverlands,The Twins,29,38,8,1089,0
0:38:47,0:39:44,The Riverlands,The Twins,29,57,9,1090,0
0:39:44,0:40:24,The Riverlands,The Twins,29,40,8,1091,0
0:40:24,0:40:31,The Riverlands,The Twins,29,7,4,1092,0
0:40:31,0:40:49,The Riverlands,The Twins,29,18,2,1093,0
0:40:49,0:41:46,The Riverlands,The Twins,29,57,2,1094,0
0:41:46,0:41:58,The Riverlands,The Twins,29,12,3,1095,0
0:41:58,0:42:30,The Riverlands,The Twins,29,32,1,1096,0
0:42:30,0:42:39,The Riverlands,The Twins,29,9,1,1097,0
0:42:39,0:43:02,The Riverlands,The Twins,29,23,2,1098,0
0:43:02,0:43:25,The Riverlands,The Twins,29,23,3,1099,0
0:43:25,0:43:32,The Riverlands,The Twins,29,7,2,1100,0
0:43:32,0:44:14,The Riverlands,The Twins,29,42,6,1101,0
0:44:14,0:44:34,The Riverlands,The Twins,29,20,5,1102,1
0:44:34,0:44:44,The Riverlands,The Twins,29,10,3,1103,0
0:44:50,0:44:53,The Riverlands,The Twins,29,3,1,1104,0
0:44:53,0:45:28,The Riverlands,The Twins,29,35,1,1105,0
0:45:28,0:46:09,The Riverlands,The Twins,29,41,2,1106,1
0:46:09,0:46:33,The Riverlands,The Twins,29,24,2,1107,0
0:46:33,0:46:44,The Riverlands,The Twins,29,11,3,1108,0
0:46:44,0:47:12,The Riverlands,The Twins,29,28,3,1109,1
0:47:12,0:48:38,The Riverlands,The Twins,29,86,5,1110,1
0:48:38,0:48:56,The Riverlands,The Twins,29,18,4,1111,1
0:48:56,0:49:25,The Riverlands,The Twins,29,29,4,1112,2
0:01:55,0:02:13,The Riverlands,The Twins,30,18,1,1113,0
0:02:33,0:02:48,The Riverlands,The Twins,30,15,2,1114,0
0:02:48,0:03:09,The Riverlands,The Twins,30,21,4,1115,2
0:03:09,0:03:24,The Riverlands,The Twins,30,15,2,1116,0
0:03:24,0:03:47,The Crownlands,King's Landing,30,23,5,1117,0
0:03:47,0:05:07,The Crownlands,King's Landing,30,80,3,1118,0
0:05:07,0:05:16,The Crownlands,King's Landing,30,9,3,1119,0
0:05:16,0:08:36,The Crownlands,King's Landing,30,200,6,1120,0
0:08:36,0:08:54,The Crownlands,King's Landing,30,18,3,1121,0
0:08:54,0:12:20,The Crownlands,King's Landing,30,206,2,1122,0
0:12:20,0:12:54,The Crownlands,King's Landing,30,34,2,1123,0
0:12:54,0:13:09,The Wall,Nightfort,30,15,5,1124,0
0:13:09,0:14:52,The Wall,Nightfort,30,103,5,1125,0
0:14:52,0:17:12,The Riverlands,The Twins,30,140,2,1126,0
0:17:12,0:20:50,The North,The Dreadfort,30,218,2,1127,0
0:20:50,0:21:38,The Wall,Nightfort,30,48,5,1128,0
0:21:38,0:23:49,The Wall,Nightfort,30,131,8,1129,0
0:23:56,0:26:39,The Iron Islands,Pyke,30,163,2,1130,0
0:26:39,0:27:05,The Iron Islands,Pyke,30,26,1,1131,0
0:27:05,0:29:02,The Wall,Nightfort,30,117,8,1132,0
0:29:02,0:32:27,The Crownlands,Dragonstone,30,205,2,1133,0
0:32:27,0:35:22,The Crownlands,King's Landing,30,175,2,1134,0
0:35:22,0:35:43,The Crownlands,King's Landing,30,21,2,1135,0
0:35:43,0:35:50,The Crownlands,King's Landing,30,7,3,1136,0
0:35:50,0:38:45,The Crownlands,King's Landing,30,175,2,1137,0
0:38:45,0:40:55,The Riverlands,Away from the Twins,30,130,4,1138,2
0:40:55,0:42:41,The North,The Gift,30,106,2,1139,0
0:42:46,0:45:33,The Wall,Castle Black,30,167,4,1140,0
0:45:33,0:47:23,The Crownlands,Dragonstone,30,110,2,1141,0
0:47:23,0:49:54,The Crownlands,Dragonstone,30,151,3,1142,0
0:49:54,0:50:11,The Crownlands,Dragonstone,30,17,2,1143,0
0:50:11,0:51:25,The Crownlands,Dragonstone,30,74,2,1144,0
0:51:25,0:51:38,The Wall,Castle Black,30,13,2,1145,0
0:51:38,0:52:19,The Wall,Castle Black,30,41,3,1146,0
0:52:28,0:52:48,The Crownlands,King's Landing,30,20,4,1147,0
0:52:48,0:53:04,The Crownlands,King's Landing,30,16,3,1148,0
0:53:04,0:53:49,The Crownlands,King's Landing,30,45,2,1149,0
0:53:49,0:56:40,The Crownlands,Dragonstone,30,171,3,1150,0
0:56:40,0:59:27,Yunkai,NA,30,167,5,1151,0
0:59:27,0:59:59,Yunkai,NA,30,32,8,1152,0
0:59:59,1:01:07,Yunkai,NA,30,68,5,1153,0
1:01:07,1:01:10,Yunkai,NA,30,3,2,1154,0
1:01:10,1:01:20,Yunkai,NA,30,10,4,1155,0
0:00:07,0:01:47,The Crownlands,King's Landing,31,100,1,1156,0
0:03:36,0:06:29,The Crownlands,King's Landing,31,173,2,1157,0
0:06:29,0:08:02,The Crownlands,King's Landing,31,93,3,1158,0
0:08:02,0:09:25,The Crownlands,King's Landing,31,83,4,1159,0
0:09:25,0:11:11,The Crownlands,King's Landing,31,106,6,1160,0
0:11:11,0:12:10,The Crownlands,King's Landing,31,59,4,1161,0
0:12:10,0:13:54,The Crownlands,King's Landing,31,104,5,1162,0
0:13:54,0:14:04,The Crownlands,King's Landing,31,10,7,1163,0
0:14:04,0:14:42,The Crownlands,King's Landing,31,38,5,1164,0
0:14:42,0:14:53,The Crownlands,King's Landing,31,11,4,1165,0
0:14:53,0:16:59,The Crownlands,King's Landing,31,126,2,1166,0
0:16:59,0:17:23,Meereen,Outside Meereen,31,24,4,1167,0
0:17:23,0:18:09,Meereen,Outside Meereen,31,46,5,1168,0
0:18:09,0:18:24,Meereen,Outside Meereen,31,15,2,1169,0
0:18:24,0:19:07,Meereen,Outside Meereen,31,43,4,1170,0
0:19:07,0:19:28,Meereen,Outside Meereen,31,21,2,1171,0
0:19:28,0:20:05,Meereen,Outside Meereen,31,37,4,1172,0
0:20:05,0:20:19,Meereen,Outside Meereen,31,14,2,1173,0
0:20:19,0:20:39,The Crownlands,King's Landing,31,20,3,1174,0
0:20:39,0:21:20,The Crownlands,King's Landing,31,41,3,1175,0
0:21:20,0:23:08,The Crownlands,King's Landing,31,108,2,1176,0
0:23:08,0:25:06,The Crownlands,King's Landing,31,118,2,1177,0
0:25:06,0:25:13,The Crownlands,King's Landing,31,7,2,1178,0
0:25:13,0:26:18,The Crownlands,King's Landing,31,65,3,1179,0
0:26:18,0:28:20,The Crownlands,King's Landing,31,122,2,1180,0
0:28:20,0:28:28,The Crownlands,King's Landing,31,8,3,1181,0
0:28:28,0:29:35,The Wall,The Gift,31,67,2,1182,0
0:29:35,0:29:44,The Wall,The Gift,31,9,2,1183,0
0:29:44,0:31:53,The Wall,The Gift,31,129,4,1184,0
0:31:53,0:32:18,The Wall,Castle Black,31,25,2,1185,0
0:32:18,0:33:21,The Wall,Castle Black,31,63,2,1186,0
0:33:21,0:35:52,The Wall,Castle Black,31,151,5,1187,0
0:35:52,0:36:17,The Wall,Castle Black,31,25,4,1188,0
0:36:17,0:37:15,The Crownlands,King's Landing,31,58,2,1189,0
0:37:15,0:37:47,The Crownlands,King's Landing,31,32,3,1190,0
0:37:47,0:38:23,The Crownlands,King's Landing,31,36,2,1191,0
0:38:23,0:40:18,The Crownlands,King's Landing,31,115,3,1192,0
0:40:18,0:40:27,The Crownlands,King's Landing,31,9,1,1193,0
0:40:31,0:40:48,Meereen,Outside Meereen,31,17,2,1194,0
0:40:48,0:41:22,Meereen,Outside Meereen,31,34,3,1195,0
0:41:22,0:42:23,Meereen,Outside Meereen,31,61,2,1196,0
0:42:23,0:42:30,Meereen,Outside Meereen,31,7,2,1197,0
0:42:30,0:43:13,Meereen,Outside Meereen,31,43,6,1198,0
0:43:13,0:43:24,The Crownlands,King's Landing,31,11,3,1199,0
0:43:24,0:44:22,The Crownlands,King's Landing,31,58,2,1200,0
0:44:22,0:45:04,The Crownlands,King's Landing,31,42,1,1201,0
0:45:04,0:46:36,The Crownlands,King's Landing,31,92,2,1202,0
0:46:36,0:48:07,The Riverlands,To The Eyrie,31,91,2,1203,0
0:48:07,0:48:49,The Riverlands,To The Eyrie,31,42,3,1204,0
0:48:49,0:49:07,The Riverlands,To The Eyrie,31,18,2,1205,0
0:49:07,0:50:12,The Riverlands,To The Eyrie,31,65,5,1206,0
0:50:12,0:50:42,The Riverlands,To The Eyrie,31,30,4,1207,0
0:50:42,0:55:29,The Riverlands,To The Eyrie,31,287,3,1208,0
0:55:29,0:56:24,The Riverlands,To The Eyrie,31,55,2,1209,1
0:56:24,0:56:51,The Riverlands,To The Eyrie,31,27,2,1210,0
0:01:54,0:04:15,The North,The Dreadfort,32,141,4,1211,1
0:04:15,0:05:00,The Crownlands,King's Landing,32,45,3,1212,0
0:05:00,0:05:56,The Crownlands,King's Landing,32,56,2,1213,0
0:05:56,0:07:31,The Crownlands,King's Landing,32,95,2,1214,0
0:07:47,0:08:23,The North,The Dreadfort,32,36,4,1215,0
0:08:23,0:08:35,The North,The Dreadfort,32,12,2,1216,0
0:08:35,0:08:45,The North,The Dreadfort,32,10,3,1217,0
0:08:45,0:13:40,The North,The Dreadfort,32,295,4,1218,0
0:13:40,0:14:43,The Crownlands,King's Landing,32,63,3,1219,0
0:14:43,0:15:02,The Crownlands,King's Landing,32,19,7,1220,0
0:15:02,0:15:23,The Crownlands,King's Landing,32,21,9,1221,0
0:15:23,0:16:04,The Crownlands,King's Landing,32,41,9,1222,0
0:16:04,0:16:06,The Crownlands,King's Landing,32,2,1,1223,0
0:16:06,0:16:48,The Crownlands,King's Landing,32,42,8,1224,0
0:16:48,0:16:50,The Crownlands,King's Landing,32,2,1,1225,0
0:16:50,0:17:15,The Crownlands,King's Landing,32,25,9,1226,0
0:17:15,0:17:18,The Crownlands,King's Landing,32,3,1,1227,0
0:17:18,0:17:27,The Crownlands,King's Landing,32,9,1,1228,0
0:17:27,0:19:22,The Crownlands,King's Landing,32,115,2,1229,0
0:19:22,0:19:48,The Crownlands,King's Landing,32,26,3,1230,0
0:19:48,0:20:01,The Crownlands,King's Landing,32,13,1,1231,0
0:20:01,0:20:34,The Crownlands,Dragonstone,32,33,5,1232,1
0:20:34,0:20:54,The Crownlands,Dragonstone,32,20,4,1233,0
0:20:54,0:21:18,The Crownlands,Dragonstone,32,24,2,1234,0
0:21:18,0:21:33,The Crownlands,Dragonstone,32,15,3,1235,0
0:21:33,0:23:15,The Crownlands,Dragonstone,32,102,3,1236,0
0:23:15,0:24:41,The Crownlands,Dragonstone,32,86,2,1237,0
0:24:41,0:25:16,North of the Wall,The Haunted Forest,32,35,1,1238,0
0:25:16,0:26:22,North of the Wall,The Haunted Forest,32,66,4,1239,0
0:26:22,0:26:39,North of the Wall,The Haunted Forest,32,17,4,1240,0
0:26:39,0:26:49,North of the Wall,The Haunted Forest,32,10,5,1241,0
0:26:49,0:27:30,North of the Wall,The Haunted Forest,32,41,4,1242,0
0:27:30,0:28:04,North of the Wall,The Haunted Forest,32,34,5,1243,0
0:28:04,0:28:17,North of the Wall,The Haunted Forest,32,13,4,1244,0
0:28:22,0:29:00,The Crownlands,King's Landing,32,38,8,1245,0
0:28:56,0:29:03,The Crownlands,King's Landing,32,7,13,1246,0
0:29:03,0:29:06,The Crownlands,King's Landing,32,3,3,1247,0
0:29:06,0:29:11,The Crownlands,King's Landing,32,5,12,1248,0
0:29:11,0:29:14,The Crownlands,King's Landing,32,3,3,1249,0
0:29:14,0:29:19,The Crownlands,King's Landing,32,5,6,1250,0
0:29:19,0:29:30,The Crownlands,King's Landing,32,11,5,1251,0
0:29:30,0:29:41,The Crownlands,King's Landing,32,11,11,1252,0
0:29:41,0:29:48,The Crownlands,King's Landing,32,7,2,1253,0
0:29:48,0:29:54,The Crownlands,King's Landing,32,6,2,1254,0
0:29:54,0:30:00,The Crownlands,King's Landing,32,6,3,1255,0
0:30:00,0:30:12,The Crownlands,King's Landing,32,12,2,1256,0
0:30:12,0:30:25,The Crownlands,King's Landing,32,13,3,1257,0
0:30:25,0:31:00,The Crownlands,King's Landing,32,35,2,1258,0
0:31:00,0:31:43,The Crownlands,King's Landing,32,43,3,1259,0
0:31:43,0:31:58,The Crownlands,King's Landing,32,15,5,1260,0
0:31:58,0:32:12,The Crownlands,King's Landing,32,14,5,1261,0
0:32:12,0:32:28,The Crownlands,King's Landing,32,16,2,1262,0
0:32:28,0:32:30,The Crownlands,King's Landing,32,2,3,1263,0
0:32:30,0:32:33,The Crownlands,King's Landing,32,3,8,1264,0
0:32:33,0:32:52,The Crownlands,King's Landing,32,19,5,1265,0
0:32:52,0:32:59,The Crownlands,King's Landing,32,7,3,1266,0
0:32:59,0:33:06,The Crownlands,King's Landing,32,7,2,1267,0
0:33:06,0:33:08,The Crownlands,King's Landing,32,2,3,1268,0
0:33:08,0:33:22,The Crownlands,King's Landing,32,14,7,1269,0
0:33:22,0:33:25,The Crownlands,King's Landing,32,3,1,1270,0
0:33:25,0:33:31,The Crownlands,King's Landing,32,6,5,1271,0
0:33:31,0:33:40,The Crownlands,King's Landing,32,9,7,1272,0
0:33:40,0:34:18,The Crownlands,King's Landing,32,38,10,1273,0
0:34:18,0:34:32,The Crownlands,King's Landing,32,14,3,1274,0
0:34:32,0:35:26,The Crownlands,King's Landing,32,54,6,1275,0
0:35:26,0:36:11,The Crownlands,King's Landing,32,45,9,1276,0
0:36:11,0:36:18,The Crownlands,King's Landing,32,7,6,1277,0
0:36:18,0:37:21,The Crownlands,King's Landing,32,63,8,1278,0
0:37:21,0:37:26,The Crownlands,King's Landing,32,5,5,1279,0
0:37:26,0:38:25,The Crownlands,King's Landing,32,59,2,1280,0
0:38:25,0:38:52,The Crownlands,King's Landing,32,27,7,1281,0
0:38:52,0:40:22,The Crownlands,King's Landing,32,90,4,1282,0
0:40:22,0:40:55,The Crownlands,King's Landing,32,33,12,1283,0
0:40:55,0:45:27,The Crownlands,King's Landing,32,272,19,1284,0
0:45:27,0:46:28,The Crownlands,King's Landing,32,61,9,1285,0
0:46:28,0:49:15,The Crownlands,King's Landing,32,167,9,1286,0
0:49:15,0:49:36,The Crownlands,King's Landing,32,21,10,1287,0
0:49:36,0:49:38,The Crownlands,King's Landing,32,2,2,1288,0
0:49:38,0:50:43,The Crownlands,King's Landing,32,65,9,1289,1
0:50:43,0:51:10,The Crownlands,King's Landing,32,27,6,1290,1
0:01:55,0:02:07,The Crownlands,King's Landing,33,12,6,1291,1
0:02:07,0:02:13,The Crownlands,King's Landing,33,6,3,1292,0
0:02:13,0:02:16,The Crownlands,King's Landing,33,3,2,1293,0
0:02:16,0:02:21,The Crownlands,King's Landing,33,5,2,1294,0
0:02:25,0:03:07,The Crownlands,King's Landing,33,42,2,1295,0
0:03:07,0:03:59,The Crownlands,Blackwater Bay,33,52,2,1296,0
0:03:59,0:04:40,The Crownlands,Blackwater Bay,33,41,3,1297,1
0:04:40,0:05:04,The Crownlands,Blackwater Bay,33,24,2,1298,0
0:05:04,0:06:03,The Crownlands,Blackwater Bay,33,59,3,1299,1
0:06:03,0:06:15,The Crownlands,Blackwater Bay,33,12,2,1300,0
0:06:15,0:07:54,The Crownlands,King's Landing,33,99,2,1301,0
0:07:54,0:09:38,The Crownlands,King's Landing,33,104,4,1302,1
0:09:38,0:09:43,The Crownlands,King's Landing,33,5,5,1303,1
0:09:43,0:11:55,The Crownlands,King's Landing,33,132,4,1304,1
0:11:45,0:12:14,The Crownlands,King's Landing,33,29,6,1305,1
0:12:14,0:12:25,The Crownlands,King's Landing,33,11,4,1306,1
0:12:25,0:15:31,The Crownlands,King's Landing,33,186,3,1307,1
0:15:31,0:16:34,The Riverlands,To The Eyrie,33,63,2,1308,0
0:16:34,0:17:38,The Riverlands,To The Eyrie,33,64,4,1309,0
0:17:38,0:20:48,The Riverlands,To The Eyrie,33,190,4,1310,0
0:20:48,0:21:14,The Riverlands,To The Eyrie,33,26,4,1311,0
0:21:14,0:21:52,The Riverlands,To The Eyrie,33,38,2,1312,0
0:21:52,0:22:14,The Wall,Castle Black,33,22,4,1313,0
0:22:14,0:25:05,The Wall,Castle Black,33,171,3,1314,0
0:25:05,0:25:30,The Wall,Castle Black,33,25,2,1315,0
0:25:30,0:27:20,The Crownlands,Dragonstone,33,110,2,1316,0
0:27:20,0:29:27,The Crownlands,Dragonstone,33,127,2,1317,0
0:29:27,0:29:42,The Wall,Mole's Town,33,15,3,1318,0
0:29:42,0:30:49,The Wall,Mole's Town,33,67,5,1319,0
0:30:49,0:31:54,The Wall,Mole's Town,33,65,3,1320,0
0:31:54,0:31:58,The Wall,Mole's Town,33,4,2,1321,0
0:31:58,0:34:00,The Crownlands,King's Landing,33,122,5,1322,0
0:34:00,0:34:26,The Crownlands,King's Landing,33,26,6,1323,0
